3.777380000000000000e+05,1.679920000000000024e-02
7.046000000000000000e+05,2.800520000000000353e-04
1.333620000000000000e+06,3.000559999999999881e-04
1.434050000000000000e+06,9.821819999999999995e-01
1.530670000000000000e+06,4.600849999999999970e-04
1.727530000000000000e+06,2.200409999999999866e-03
2.038000000000000000e+06,8.001479999999999834e-05
2.337400000000000000e+06,7.001300000000000882e-05
3.161800000000000000e+06,2.200410000000000029e-04
3.381500000000000000e+06,2.500460000000000112e-05
3.771700000000000000e+06,1.800330000000000092e-05
3.951000000000000000e+06,7.001300000000000204e-06
4.815400000000000000e+06,2.500460000000000112e-05
