2.005800000000000000e+05,7.600000000000000418e-04
3.460300000000000000e+05,1.009999999999999960e-02
3.980800000000000000e+05,8.899999999999999491e-04
3.995600000000000000e+05,1.799999999999999951e-03
5.020700000000000000e+05,2.099999999999999870e-03
6.001800000000000000e+05,3.900000000000000255e-03
6.474900000000000000e+05,4.099999999999999478e-03
7.442140000000000000e+05,9.034000000000000918e-01
8.481300000000000000e+05,3.350000000000000200e-02
9.018700000000000000e+05,4.399999999999999615e-04
9.355200000000000000e+05,9.490000000000000657e-01
1.045720000000000000e+06,5.000000000000000104e-04
1.246250000000000000e+06,4.230000000000000426e-02
1.247850000000000000e+06,3.799999999999999992e-03
1.333620000000000000e+06,5.070000000000000201e-02
1.434050000000000000e+06,9.998699999999999255e-01
1.645780000000000000e+06,5.199999999999999544e-04
1.981070000000000000e+06,3.500000000000000507e-04
2.257360000000000000e+06,2.700000000000000238e-05
