1.0E-5;36583.62
1.0625E-5;35491.35
1.125E-5;34491.42
1.1875E-5;33571.5
1.25E-5;32721.48
1.375E-5;31198.75
1.5E-5;29870.57
1.625E-5;28698.76
1.75E-5;27654.85
1.875E-5;26717.16
2.0E-5;25868.82
2.1875E-5;24735.37
2.375E-5;23738.95
2.5625E-5;22854.0
2.75E-5;22061.18
2.9375E-5;21345.53
3.125E-5;20695.3
3.3125E-5;20101.09
3.5E-5;19555.3
3.875E-5;18585.07
4.25E-5;17746.27
4.625E-5;17011.68
5.0E-5;16361.37
5.3125E-5;15872.9
5.625E-5;15425.73
5.9375E-5;15014.34
6.25E-5;14634.2
6.875E-5;13953.23
7.5E-5;13359.26
8.125E-5;12835.22
8.75E-5;12368.38
9.375E-5;11949.04
1.0E-4;11569.65
1.0625E-4;11224.24
1.125E-4;10908.04
1.1875E-4;10617.14
1.25E-4;10348.33
1.375E-4;9866.796
1.5E-4;9446.776
1.625E-4;9076.198
1.75E-4;8746.065
1.875E-4;8449.516
2.0E-4;8181.217
2.1875E-4;7822.743
2.375E-4;7507.594
2.5625E-4;7227.692
2.75E-4;6976.918
2.9375E-4;6750.547
3.125E-4;6544.859
3.3125E-4;6356.885
3.5E-4;6184.218
3.875E-4;5877.258
4.25E-4;5611.856
4.625E-4;5379.404
5.0E-4;5173.601
5.3125E-4;5019.003
5.625E-4;4877.464
5.9375E-4;4747.241
6.25E-4;4626.902
6.875E-4;4411.302
7.5E-4;4223.219
8.125E-4;4057.252
8.75E-4;3909.379
9.375E-4;3776.531
0.001;3656.321
0.0010625;3546.864
0.001125;3446.644
0.0011875;3354.429
0.00125;3269.206
0.001375;3116.499
0.0015;2983.257
0.001625;2865.659
0.00175;2760.861
0.001875;2666.693
0.002;2581.469
0.0021875;2467.559
0.002375;2367.377
0.0025625;2278.367
0.00275;2198.595
0.0029375;2126.562
0.003125;2061.091
0.0033125;2001.237
0.0035;1946.235
0.003875;1848.393
0.00425;1763.721
0.004625;1689.502
0.005;1623.756
0.0053125;1574.354
0.005625;1529.116
0.0059375;1487.488
0.00625;1449.01
0.006875;1380.034
0.0075;1319.8
0.008125;1266.595
0.00875;1219.154
0.009375;1176.514
0.01;1137.927
0.010625;1102.794
0.01125;1070.633
0.011875;1041.045
0.0125;1013.695
0.01375;964.6364
0.015;921.7409
0.01625;883.8109
0.0175;849.9649
0.01875;819.5194
0.02;791.9345
0.021325;765.3408
0.02265;741.0724
0.023975;718.8039
0.0253;698.2693
0.02684375;676.2408
0.0283875;655.9848
0.02993125;637.2755
0.031475;619.9316
0.03301875;603.7997
0.0345625;588.74
0.03765;561.3428
0.0407375;536.9753
0.043825;515.1411
0.0469125;495.4448
0.05;477.5627
0.053125;461.0456
0.05625;445.9043
0.059375;431.9637
0.0625;419.0839
0.065625;407.1582
0.06875;396.0889
0.075;376.0687
0.08125;358.4166
0.0875;342.793
0.09375;328.8876
0.1;316.4459
0.1074382;303.3046
0.1148763;291.7484
0.1223144;281.5695
0.1297525;272.6188
0.1371907;264.785
0.1446288;257.9992
0.1520669;252.2102
0.159505;247.2921
0.1644638;244.4977
0.1733479;240.5183
0.1822319;237.8249
0.191116;236.4109
0.2;236.2969
0.205986;236.9414
0.2119719;238.1417
0.2179579;239.8741
0.2239438;242.0952
0.2352409;247.3383
0.2465379;253.2323
0.2521864;256.0566
0.2578349;258.5521
0.2634834;260.5118
0.2691319;261.7425
0.2744138;262.0916
0.2796957;261.5655
0.2842834;260.3532
0.2888711;258.4283
0.2934588;255.8083
0.2980465;252.535
0.3026342;248.6731
0.3072219;244.3092
0.3163973;234.4756
0.3347481;212.8018
0.3439235;202.0334
0.3485112;196.8373
0.3530988;191.8059
0.3596146;184.9761
0.3661304;178.5412
0.3726462;172.5091
0.3791619;166.8744
0.3856777;161.6221
0.3921935;156.7323
0.3987093;152.1823
0.405225;147.9493
0.4099638;145.0562
0.4147025;142.3086
0.4200336;139.3783
0.4253647;136.605
0.4306958;133.9774
0.4360269;131.4859
0.4466891;126.8767
0.4573513;122.7117
0.4680135;118.9356
0.4786757;115.5077
0.5;109.5254
0.53125;102.2863
0.5625;96.42668
0.59375;91.64152
0.625;87.69732
0.65625;84.44042
0.6875;81.77049
0.71875;79.62559
0.75;77.97449
0.78125;76.81407
0.8125;76.17099
0.84375;76.10856
0.875;76.74048
0.90625;78.25496
0.9375;80.90315
0.953125;82.79911
0.96875;85.22308
0.984375;88.27181
1.0;92.0819
1.010725;95.23132
1.02145;98.895
1.032175;103.146
1.0429;108.0554
1.05455;114.2062
1.0662;121.25
1.07785;129.1269
1.0895;137.5817
1.1128;153.7537
1.12445;159.3256
1.1361;161.4043
1.145975;159.6314
1.15585;154.3853
1.168194;143.4751
1.180538;129.2395
1.192882;113.7163
1.205225;98.71146
1.215154;87.83449
1.225082;78.36274
1.23501;70.38941
1.244938;63.89608
1.254866;58.82992
1.264794;55.13107
1.274722;52.6812
1.28465;51.20442
1.291675;50.4982
1.3057;49.11944
1.3127;48.19526
1.324096;46.29126
1.335491;44.14798
1.346887;42.10027
1.358282;40.33552
1.369678;38.88476
1.381073;37.70182
1.403863;35.91078
1.426654;34.63211
1.449444;33.67903
1.472235;32.94079
1.495025;32.35459
1.521326;31.8048
1.547627;31.34354
1.600229;30.62411
1.652831;30.09374
1.705432;29.71514
1.736993;29.56511
1.768554;29.4868
1.800115;29.50137
1.815895;29.56251
1.831675;29.67355
1.844826;29.81417
1.857976;30.01094
1.871127;30.28198
1.884277;30.65527
1.897428;31.17334
1.910578;31.90117
1.917154;32.37468
1.923729;32.94563
1.930304;33.64044
1.936879;34.49489
1.944769;35.80089
1.948714;36.60221
1.952659;37.52707
1.95792;38.99262
1.96318;40.78314
1.96844;42.97525
1.9737;45.65407
1.97896;48.90631
1.98422;52.8073
1.98948;57.40179
1.99474;62.67972
2.0;68.55067
2.00485;74.32614
2.012388;83.41334
2.019925;91.5649
2.023694;94.86832
2.027463;97.44328
2.031232;99.16061
2.035;99.92999
2.038175;99.80982
2.042786;98.39324
2.047397;95.60612
2.052008;91.65066
2.056618;86.80112
2.075061;64.45731
2.080559;58.44357
2.086056;53.15014
2.091554;48.62942
2.097051;44.8577
2.102549;41.75938
2.108046;39.23896
2.113544;37.19531
2.119041;35.53683
2.123928;34.32114
2.128815;33.30075
2.133397;32.48798
2.137978;31.78904
2.147141;30.65544
2.156304;29.78203
2.165466;29.09254
2.174629;28.5365
2.183791;28.07988
2.192954;27.69859
2.202116;27.37533
2.220441;26.85486
2.238766;26.45095
2.257091;26.12579
2.275416;25.8564
2.302293;25.53116
2.32917;25.25905
2.356047;25.02087
2.382924;24.80629
2.436678;24.416
2.490432;24.03565
2.543856;23.61837
2.570568;23.37684
2.597279;23.10383
2.623991;22.7955
2.650702;22.46636
2.664058;22.31527
2.677414;22.20057
2.69077;22.1602
2.704125;22.25079
2.713238;22.42485
2.72235;22.71833
2.731463;23.15259
2.740575;23.74049
2.749688;24.48199
2.7588;25.36041
2.767913;26.34285
2.777025;27.38297
2.790863;28.95601
2.8047;30.37656
2.818538;31.54334
2.832375;32.43686
2.846213;33.10187
2.86005;33.61286
2.873888;34.04603
2.887725;34.46506
2.901732;34.92503
2.920991;35.68686
2.940249;36.67429
2.959508;37.97117
2.978766;39.67895
2.998025;41.9335
3.007654;43.32098
3.017283;44.91829
3.026913;46.75698
3.036542;48.87032
3.046171;51.29193
3.0558;54.05038
3.06705;57.71976
3.0783;61.85053
3.1008;71.0063
3.11205;75.50377
3.1233;79.40895
3.13455;82.24557
3.1458;83.58971
3.1558;83.31499
3.1633;82.17671
3.1708;80.29149
3.1858;74.70928
3.2008;67.6883
3.2158;60.42442
3.232043;53.30707
3.248285;47.50058
3.256406;45.12661
3.264527;43.0865
3.280769;39.89827
3.297012;37.69925
3.313254;36.27382
3.329496;35.45501
3.345738;35.12701
3.364688;35.27436
3.383637;35.95442
3.402586;37.18926
3.421535;39.07105
3.43101;40.30697
3.440485;41.78111
3.44996;43.53597
3.459434;45.62597
3.468909;48.12203
3.478383;51.11453
3.487858;54.72087
3.497332;59.08827
3.5041;62.77421
3.510867;67.01717
3.517635;71.90095
3.524402;77.50735
3.53117;83.91333
3.537937;91.17152
3.544705;99.30077
3.551472;108.2571
3.566179;129.8581
3.580886;151.7421
3.58824;161.2837
3.595593;168.937
3.602947;174.0358
3.6103;176.0651
3.616313;175.2436
3.621574;172.6787
3.626835;168.4718
3.637357;155.8024
3.647879;139.0779
3.6584;120.5287
3.671394;98.08864
3.677891;87.85248
3.684388;78.53743
3.690885;70.22555
3.697382;62.92552
3.703879;56.59292
3.710375;51.15019
3.715396;47.49186
3.720416;44.26103
3.725437;41.41009
3.730457;38.89614
3.735478;36.67735
3.740498;34.71766
3.745518;32.98358
3.750538;31.44605
3.755559;30.0794
3.760579;28.86212
3.770619;26.80125
3.78066;25.14015
3.7907;23.78805
3.801454;22.60563
3.812207;21.63777
3.82296;20.83801
3.833713;20.17139
3.844466;19.6112
3.855219;19.13672
3.876725;18.38343
3.898232;17.819
3.919738;17.38747
3.941244;17.0548
3.96275;16.79862
3.994613;16.52523
4.026475;16.34268
4.058338;16.22144
4.0902;16.14101
4.153925;16.05668
4.21765;16.04675
4.265428;16.08001
4.313205;16.14896
4.360983;16.25991
4.40876;16.42399
4.456538;16.66407
4.480427;16.82607
4.504315;17.02583
4.528204;17.27431
4.552092;17.5872
4.575981;17.98748
4.599869;18.51117
4.615795;18.95696
4.631721;19.51007
4.647647;20.20915
4.663572;21.11233
4.671535;21.66748
4.679498;22.31252
4.687461;23.06946
4.695424;23.96798
4.703387;25.04889
4.71135;26.36916
4.719313;28.00922
4.727275;30.08267
4.731257;31.33015
4.735238;32.75017
4.73922;34.37302
4.743201;36.2321
4.747183;38.36742
4.751164;40.82186
4.755146;43.64534
4.759127;46.88916
4.763109;50.61071
4.76709;54.86517
4.771072;59.71082
4.775053;65.19746
4.779035;71.37259
4.783016;78.26618
4.786998;85.89849
4.790979;94.2615
4.799738;115.0496
4.808497;138.3421
4.817256;162.504
4.826015;185.2146
4.832237;199.0005
4.838458;209.7764
4.844679;216.7726
4.8509;219.4685
4.855647;218.496
4.860394;214.9426
4.865141;208.9697
4.869888;200.8404
4.88052;176.6612
4.891151;148.0533
4.901782;119.4707
4.907098;106.263
4.912413;94.14987
4.916395;85.88216
4.920376;78.34132
4.924357;71.52823
4.928338;65.42579
4.93232;60.00002
4.936301;55.20981
4.940282;51.00269
4.944263;47.32389
4.948245;44.11698
4.952226;41.32911
4.956207;38.90783
4.960188;36.80544
4.96417;34.97829
4.968151;33.38878
