Incident energy;
Incident energy;
Incident energy;σ(E)
4028.952;12.60118
4029.04;12.59169
4029.128;12.58288
4029.216;12.57462
4029.304;12.56682
4029.392;12.55937
4029.48;12.55221
4029.558;12.54604
4029.635;12.54007
4029.712;12.53421
4029.789;12.52841
4029.867;12.52258
4029.944;12.51685
4030.098;12.50541
4030.253;12.49385
4030.407;12.48226
4030.715;12.45859
4031.024;12.43405
4031.332;12.40867
4031.949;12.35469
4032.566;12.29575
4032.875;12.26404
4033.183;12.23075
4033.492;12.19548
4033.8;12.15827
4034.109;12.11868
4034.263;12.09805
4034.417;12.07683
4034.566;12.05578
4034.715;12.0343
4034.79;12.02339
4034.864;12.01259
4034.939;12.00167
4035.013;11.99098
4035.088;11.9803
4035.162;11.97002
4035.237;11.95999
4035.311;11.95063
4035.386;11.94188
4035.46;11.93421
4035.534;11.92776
4035.608;11.92287
4035.683;11.91991
4035.757;11.91942
4035.832;11.92194
4035.906;11.92804
4035.981;11.93858
4036.055;11.95411
4036.129;11.9756
4036.203;12.00403
4036.278;12.04101
4036.352;12.08669
4036.427;12.14352
4036.501;12.21122
4036.576;12.29292
4036.65;12.38767
4036.724;12.49764
4036.798;12.62394
4036.898;12.82219
4036.997;13.05125
4037.096;13.31386
4037.195;13.6099
4037.294;13.93801
4037.393;14.29541
4037.591;15.07933
4037.811;16.00053
4037.888;16.31761
4037.921;16.45047
4037.929;16.48234
4037.93;16.48631
4037.934;16.50217
4037.937;16.51405
4037.943;16.53774
4037.954;16.58092
4037.955;16.58483
4037.958;16.59655
4037.961;16.60824
4037.967;16.63155
4037.984;16.69706
4038.017;16.82172
4038.09;17.08392
4038.145;17.26694
4038.213;17.47286
4038.33;17.76539
4038.447;17.96704
4038.569;18.06804
4038.631;18.07388
4038.667;18.06287
4038.672;18.0605
4038.685;18.05338
4038.698;18.04487
4038.7;18.04344
4038.707;18.03818
4038.714;18.03251
4038.727;18.02092
4038.762;17.98288
4038.825;17.8896
4038.93;17.6657
4039.141;16.98689
4039.352;16.08666
4039.562;15.10542
4039.815;14.03864
4039.941;13.64244
4040.067;13.38776
4040.134;13.32333
4040.201;13.31565
4040.268;13.37042
4040.334;13.49079
4040.401;13.68568
4040.468;13.95881
4040.535;14.31485
4040.601;14.75074
4040.668;15.28323
4040.735;15.90929
4040.868;17.43633
4041.001;19.34277
4041.134;21.61272
4041.282;24.51787
4041.429;27.71242
4041.723;34.49689
4041.863;37.60647
4042.018;40.70274
4042.067;41.57416
4042.078;41.76148
4042.09;41.96219
4042.113;42.33602
4042.116;42.3837
4042.12;42.44689
4042.123;42.49398
4042.133;42.64911
4042.143;42.80137
4042.162;43.08258
4042.235;44.06018
4042.312;44.90321
4042.357;45.30126
4042.364;45.35673
4042.374;45.43293
4042.403;45.63347
4042.431;45.79804
4042.52;46.12916
4042.666;46.03959
4042.791;45.36189
4042.916;44.18169
4043.167;40.60418
4043.417;36.06914
4043.647;31.69657
4043.762;29.60057
4043.876;27.64319
4043.991;25.82129
4044.105;24.18593
4044.22;22.71755
4044.277;22.05762
4044.334;21.44191
4044.389;20.88877
4044.444;20.37462
4044.499;19.89804
4044.553;19.4651
4044.608;19.05803
4044.663;18.68331
4044.718;18.33904
4044.772;18.02876
4044.827;17.73907
4044.882;17.47402
4044.937;17.23175
4044.991;17.01426
4045.046;16.8118
4045.101;16.6269
4045.156;16.45799
4045.21;16.30628
4045.265;16.16481
4045.32;16.03523
4045.375;15.91636
4045.429;15.80905
4045.484;15.70834
4045.539;15.61542
4045.594;15.52947
4045.648;15.45117
4045.703;15.37697
4045.758;15.3078
4045.867;15.18358
4045.976;15.07367
4046.085;14.97538
4046.2;14.88197
4046.315;14.79724
4046.43;14.71971
4046.544;14.64885
4046.773;14.52117
4047.002;14.40913
4047.232;14.30902
4047.461;14.21939
4047.69;14.13808
4047.919;14.06382
4048.149;13.9953
4048.378;13.93229
4048.836;13.81929
4049.066;13.76807
4049.295;13.7202
4049.524;13.67518
4049.753;13.63282
4049.92;13.60359
4050.004;13.58943
4050.087;13.57582
4050.171;13.56246
4050.254;13.54969
4050.337;13.5374
4050.42;13.52562
4050.504;13.51429
4050.587;13.50374
4050.671;13.4938
4050.754;13.4848
4050.838;13.47662
4050.921;13.46957
4051.004;13.46365
4051.087;13.45898
4051.14;13.45672
4051.192;13.45507
4051.296;13.45358
4051.4;13.45468
4051.504;13.45852
4051.609;13.46527
4051.713;13.47482
4051.817;13.48712
4051.921;13.50197
4052.099;13.53224
4052.276;13.56613
4052.453;13.60022
4052.63;13.63026
4052.761;13.64727
4052.891;13.65789
4052.999;13.66099
4053.052;13.6604
4053.077;13.65962
4053.096;13.65881
4053.099;13.65867
4053.102;13.65852
4053.104;13.65841
4053.105;13.65836
4053.108;13.6582
4053.111;13.65804
4053.121;13.65745
4053.131;13.65681
4053.164;13.65433
4053.173;13.65355
4053.196;13.65136
4053.218;13.64899
4053.241;13.64624
4053.262;13.64348
4053.265;13.64306
4053.268;13.64264
4053.275;13.64165
4053.281;13.64077
4053.282;13.64062
4053.284;13.64033
4053.29;13.63942
4053.295;13.63865
4053.306;13.63691
4053.344;13.63042
4053.412;13.61691
4053.546;13.58359
4053.701;13.5353
4053.855;13.47925
4054.432;13.24548
4054.567;13.1948
4054.701;13.14834
4054.835;13.10617
4054.902;13.08675
4054.969;13.06843
4055.036;13.05119
4055.103;13.03499
4055.17;13.01979
4055.237;13.00553
4055.304;12.99215
4055.371;12.97959
4055.438;12.96778
4055.505;12.95665
4055.572;12.94614
4055.639;12.93619
4055.706;12.92672
4055.773;12.91769
4055.84;12.90904
4055.907;12.90072
4055.974;12.89269
4056.041;12.88489
4056.108;12.8773
4056.175;12.86988
4056.242;12.8626
4056.309;12.85544
4056.376;12.84837
4056.443;12.84138
4056.577;12.82755
4056.722;12.81272
4056.866;12.79805
4057.011;12.78325
4057.155;12.76849
4057.444;12.7385
4057.733;12.70788
4058.311;12.64395
4058.888;12.57517
4059.177;12.53821
4059.466;12.49912
4059.755;12.45748
4060.043;12.41293
4060.188;12.38917
4060.332;12.36458
4060.477;12.33875
4060.621;12.31196
4060.766;12.28378
4060.838;12.26933
4060.91;12.25456
4060.982;12.23949
4061.054;12.22412
4061.126;12.20847
4061.198;12.19255
4061.255;12.17978
4061.312;12.16687
4061.369;12.15386
4061.425;12.141
4061.482;12.12786
4061.539;12.11471
4061.596;12.10161
4061.652;12.08885
4061.709;12.07603
4061.766;12.06348
4061.823;12.05129
4061.879;12.03978
4061.936;12.02868
4061.993;12.01835
4062.05;12.00899
4062.106;12.00094
4062.163;11.99416
4062.22;11.98909
4062.277;11.98604
4062.333;11.98538
4062.39;11.98749
4062.447;11.99287
4062.504;12.00204
4062.56;12.01531
4062.617;12.03377
4062.674;12.05793
4062.731;12.08858
4062.787;12.12579
4062.844;12.17179
4062.9;12.2259
4063.013;12.36594
4063.083;12.47641
4063.153;12.60758
4063.223;12.76161
4063.292;12.93791
4063.432;13.37853
4063.571;13.93796
4063.726;14.71801
4063.736;14.77417
4063.764;14.93519
4063.792;15.10176
4063.823;15.29261
4063.841;15.40651
4063.85;15.4643
4063.852;15.47721
4063.857;15.50963
4063.861;15.53568
4063.869;15.58812
4063.87;15.59471
4063.874;15.62112
4063.875;15.62774
4063.877;15.641
4063.882;15.67426
4063.885;15.69431
4063.894;15.75479
4063.902;15.80902
4063.918;15.91874
4063.943;16.09354
4063.949;16.1361
4063.954;16.17174
4063.974;16.31587
4063.993;16.45511
4064.031;16.74011
4064.107;17.33454
4064.148;17.66747
4064.261;18.62125
4064.374;19.6112
4064.599;21.58692
4064.733;22.68854
4064.866;23.66411
4064.927;24.05906
4064.948;24.18622
4064.968;24.3029
4065.017;24.56967
4065.066;24.80792
4065.083;24.88361
4065.084;24.88795
4065.086;24.89659
4065.09;24.91372
4065.098;24.94735
4065.112;25.00421
4065.135;25.09205
4065.162;25.18618
4065.192;25.27919
4065.199;25.29911
4065.206;25.31836
4065.229;25.37681
4065.251;25.42578
4065.302;25.51301
4065.395;25.57664
4065.582;25.33763
4065.761;24.689
4065.939;23.7161
4066.262;21.45473
4066.424;20.24598
4066.585;19.08789
4066.738;18.07275
4066.815;17.60284
4066.891;17.16897
4066.968;16.761
4067.044;16.39002
4067.121;16.04612
4067.197;15.73753
4067.274;15.45499
4067.35;15.20432
4067.427;14.97713
4067.503;14.77741
4067.58;14.59783
4067.656;14.44099
4067.733;14.30069
4067.809;14.17861
4067.85;14.11885
4067.89;14.06433
4067.931;14.01206
4067.971;13.96434
4068.012;13.91857
4068.052;13.87675
4068.092;13.83753
4068.132;13.80071
4068.173;13.76529
4068.213;13.73281
4068.254;13.70149
4068.294;13.6727
4068.335;13.64487
4068.375;13.61922
4068.455;13.57192
4068.536;13.52874
4068.617;13.48959
4068.698;13.45385
4068.778;13.42139
4068.859;13.39097
4068.94;13.36266
4069.021;13.33616
4069.101;13.31152
4069.182;13.28794
4069.263;13.26556
4069.424;13.22412
4069.586;13.18582
4069.747;13.15054
4070.07;13.08643
4070.392;13.02948
4070.664;12.98565
4070.936;12.94507
4071.072;12.92588
4071.208;12.90738
4071.344;12.88956
4071.48;12.87242
4071.616;12.856
4071.752;12.8403
4071.888;12.82537
4072.024;12.81126
4072.16;12.79799
4072.296;12.78558
4072.432;12.77404
4072.567;12.7634
4072.737;12.75104
4072.907;12.73959
4073.246;12.71788
4073.459;12.70355
4073.671;12.68757
4073.807;12.67603
4073.871;12.6702
4073.905;12.667
4073.925;12.6651
4073.937;12.66392
4073.955;12.66215
4073.977;12.65997
4074.018;12.65581
4074.095;12.6477
4074.272;12.62768
4074.45;12.60585
4074.627;12.5829
4074.982;12.53533
4075.241;12.50121
4075.37;12.48481
4075.499;12.4689
4075.637;12.45246
4075.774;12.43672
4075.843;12.429
4075.912;12.42142
4075.981;12.41395
4076.049;12.4067
4076.118;12.39945
4076.187;12.39229
4076.324;12.3783
4076.461;12.36457
4076.598;12.35101
4076.736;12.33748
4076.873;12.32411
4077.01;12.31076
4077.147;12.29741
4077.422;12.2705
4077.696;12.24343
4077.971;12.21594
4078.108;12.20214
4078.245;12.18829
4078.383;12.17432
4078.52;12.16053
4078.589;12.15364
4078.657;12.14692
4078.726;12.14018
4078.794;12.13367
4078.863;12.12723
4078.932;12.12099
4079.001;12.11503
4079.069;12.10949
4079.138;12.10429
4079.206;12.09967
4079.275;12.09562
4079.343;12.09238
4079.412;12.09002
4079.481;12.08875
4079.55;12.08878
4079.618;12.0903
4079.687;12.09359
4079.755;12.09882
4079.824;12.10644
4079.892;12.11652
4079.957;12.12885
4080.022;12.14408
4080.087;12.16252
4080.151;12.18409
4080.216;12.20976
4080.28;12.239
4080.345;12.27298
4080.409;12.31088
4080.474;12.35408
4080.538;12.4014
4080.667;12.51152
4080.796;12.6412
4080.925;12.78917
4081.087;12.99652
4081.248;13.21799
4081.571;13.6564
4081.725;13.83333
4081.878;13.96961
4082.047;14.06033
4082.136;14.07908
4082.18;14.0805
4082.206;14.07885
4082.22;14.0772
4082.224;14.07663
4082.231;14.07553
4082.254;14.07096
4082.281;14.06374
4082.328;14.04644
4082.41;14.00203
4082.473;13.95602
4082.523;13.91246
4082.574;13.86194
4082.688;13.7286
4082.801;13.57241
4082.902;13.41684
4083.254;12.81528
4083.406;12.55519
4083.557;12.31139
4083.708;12.08876
4083.784;11.98599
4083.859;11.89101
4083.935;11.80134
4084.011;11.71822
4084.087;11.64145
4084.162;11.57164
4084.238;11.50657
4084.313;11.44754
4084.389;11.39253
4084.464;11.34252
4084.546;11.29214
4084.628;11.24569
4084.71;11.20257
4084.792;11.16224
4084.874;11.12419
4084.956;11.08795
4085.038;11.05312
4085.119;11.01972
4085.201;10.98662
4085.283;10.95395
4085.365;10.92148
4085.447;10.88899
4085.529;10.85632
4085.611;10.82333
4085.693;10.7899
4085.774;10.75636
4085.856;10.72181
4085.938;10.6866
4086.02;10.65068
4086.102;10.61405
4086.184;10.57667
4086.266;10.53853
4086.348;10.49965
4086.429;10.46051
4086.511;10.42016
4086.593;10.37909
4086.675;10.33731
4086.757;10.29484
4086.839;10.25169
4086.921;10.20787
4087.003;10.16339
4087.084;10.11881
4087.163;10.07473
4087.242;10.03009
4087.399;9.939987
4087.557;9.848428
4087.714;9.759121
4087.872;9.676233
4088.029;9.610525
4088.187;9.577736
4088.344;9.60411
4088.458;9.681102
4088.571;9.826226
4088.578;9.837965
4088.596;9.869797
4088.603;9.882834
4088.621;9.918102
4088.628;9.932515
4088.648;9.975918
4088.668;10.02274
4088.69;10.07837
4088.707;10.12446
4088.708;10.12726
4088.709;10.13007
4088.712;10.13855
4088.714;10.14425
4088.718;10.15578
4088.727;10.18229
4088.745;10.2378
4088.747;10.24418
4088.75;10.25382
4088.752;10.2603
4088.759;10.28333
4088.761;10.29
4088.768;10.31371
4088.775;10.33796
4088.788;10.38446
4088.792;10.39915
4088.804;10.44435
4088.815;10.48728
4088.838;10.58182
4088.884;10.79123
4088.984;11.35006
4089.083;12.0632
4089.183;12.97037
4089.283;14.0902
4089.383;15.44586
4089.482;17.03964
4089.582;18.91825
4089.682;21.07472
4089.782;23.50833
4089.881;26.18009
4090.009;29.98573
4090.136;34.08411
4090.39;42.80454
4090.535;47.74431
4090.553;48.33958
4090.589;49.51292
4090.651;51.47031
4090.671;52.08199
4090.692;52.71271
4090.73;53.82162
4090.752;54.44318
4090.798;55.69022
4090.843;56.83578
4090.943;59.08742
4091.042;60.8707
4091.111;61.82678
4091.12;61.93338
4091.135;62.10159
4091.178;62.51772
4091.221;62.83475
4091.365;63.16765
4091.48;62.63985
4091.594;61.4628
4091.792;58.07576
4091.99;53.4028
4092.325;44.12278
4092.493;39.47638
4092.66;35.1827
4092.744;33.19492
4092.828;31.33904
4092.912;29.62216
4092.996;28.04738
4093.08;26.61437
4093.164;25.31984
4093.248;24.15821
4093.331;23.13369
4093.415;22.21305
4093.499;21.3999
4093.583;20.68442
4093.666;20.06372
4093.75;19.51328
4093.834;19.03189
4093.918;18.61095
4094.001;18.24666
4094.081;17.93763
4094.161;17.66429
4094.241;17.42175
4094.321;17.20567
4094.401;17.01231
4094.481;16.83842
4094.561;16.6812
4094.641;16.53831
4094.721;16.40771
4094.801;16.28772
4094.881;16.1769
4094.961;16.07407
4095.121;15.88846
4095.28;15.72562
4095.44;15.57906
4095.6;15.44668
4095.76;15.32613
4095.92;15.21564
4096.08;15.11386
4096.24;15.01973
4096.4;14.93238
4096.559;14.85164
4096.773;14.7516
4096.88;14.70499
4096.986;14.66092
4097.093;14.61848
4097.199;14.57836
4097.306;14.53974
4097.412;14.50325
4097.519;14.46813
4097.626;14.43463
4097.839;14.37241
4098.265;14.26251
4098.63;14.17881
4098.859;14.12961
4098.932;14.11449
4098.969;14.10695
4098.992;14.10231
4099.007;14.0993
4099.024;14.09592
4099.044;14.09196
4099.076;14.0857
4099.156;14.07048
4099.271;14.04988
4099.386;14.03126
4099.478;14.0182
4099.593;14.0048
4099.708;13.9954
4099.823;13.99088
4099.937;13.99209
4100.052;13.99993
4100.167;14.01518
4100.282;14.03846
4100.396;14.0698
4100.511;14.1098
4100.625;14.15741
4100.74;14.21268
4100.854;14.2734
4101.153;14.44717
4101.302;14.53156
4101.451;14.6065
4101.577;14.65812
4101.703;14.69563
4101.823;14.71601
4101.892;14.72038
4101.93;14.72042
4101.951;14.71971
4101.967;14.71883
4101.985;14.71747
4102.006;14.71541
4102.035;14.71172
4102.096;14.70077
4102.213;14.66813
4102.33;14.62137
4102.447;14.56239
4102.681;14.41768
4102.915;14.25539
4103.149;14.09555
4103.362;13.96457
4103.574;13.85413
4103.72;13.79072
4103.79;13.76396
4103.826;13.75111
4103.846;13.74422
4103.863;13.73852
4103.866;13.73753
4103.875;13.73457
4103.883;13.73198
4103.906;13.72468
4103.946;13.71257
4104.024;13.69098
4104.172;13.65723
4104.28;13.63833
4104.387;13.62418
4104.494;13.61443
4104.601;13.60889
4104.799;13.60881
4104.956;13.61668
4105.113;13.62951
4105.427;13.65923
4105.568;13.66898
4105.708;13.67323
4105.84;13.67055
4105.914;13.66572
4105.958;13.66164
4105.98;13.65925
4105.999;13.657
4106.0;13.65688
4106.002;13.65663
4106.007;13.656
4106.012;13.65536
4106.022;13.65404
4106.032;13.65267
4106.059;13.64873
4106.106;13.64101
4106.199;13.62259
4106.386;13.5735
4106.608;13.49794
4106.829;13.41102
4107.034;13.32721
4107.238;13.24696
4107.34;13.20948
4107.442;13.1743
4107.544;13.14168
4107.646;13.11175
4107.723;13.09096
4107.8;13.0717
4107.877;13.05393
4107.953;13.03778
4108.03;13.02275
4108.107;13.00896
4108.184;12.99631
4108.26;12.98485
4108.337;12.97416
4108.414;12.96431
4108.491;12.95519
4108.567;12.94682
4108.644;12.9389
4108.72;12.93154
4108.797;12.9245
4108.873;12.91788
4108.95;12.91146
4109.027;12.90529
4109.104;12.89932
4109.18;12.89359
4109.257;12.88792
4109.333;12.88243
4109.41;12.87696
4109.486;12.87164
4109.64;12.86103
4109.793;12.85065
4109.946;12.84038
4110.099;12.8302
4110.406;12.80993
4110.712;12.78989
4111.325;12.75003
4112.551;12.6706
4113.471;12.61033
4114.391;12.54854
4115.311;12.48424
4116.23;12.41621
4116.69;12.38018
4117.15;12.34245
4117.61;12.30272
4118.07;12.26058
4118.53;12.21558
4118.99;12.16715
4119.22;12.14145
4119.45;12.11469
4119.565;12.10091
4119.68;12.08688
4119.795;12.07263
4119.909;12.05833
4119.978;12.04964
4120.046;12.04106
4120.114;12.0325
4120.182;12.02401
4120.25;12.01562
4120.318;12.0074
4120.386;11.99941
4120.454;11.99173
4120.523;11.98435
4120.591;11.9776
4120.659;11.97149
4120.727;11.96619
4120.795;11.96185
4120.863;11.95867
4120.931;11.95686
4120.999;11.95665
4121.068;11.95834
4121.136;11.96217
4121.204;11.96842
4121.272;11.97743
4121.34;11.9895
4121.408;12.00495
4121.476;12.02412
4121.544;12.04731
4121.613;12.07525
4121.681;12.10741
4121.749;12.14438
4121.817;12.18634
4121.885;12.2334
4121.953;12.2856
4122.089;12.40514
4122.183;12.49886
4122.277;12.60056
4122.464;12.82057
4122.838;13.26829
4123.008;13.43735
4123.178;13.56257
4123.34;13.63189
4123.416;13.64694
4123.446;13.64993
4123.458;13.65068
4123.462;13.65088
4123.474;13.6513
4123.488;13.65149
4123.517;13.65087
4123.535;13.64982
4123.539;13.64953
4123.546;13.64895
4123.569;13.64658
4123.599;13.64245
4123.653;13.63245
4123.744;13.61046
4123.927;13.56744
4124.131;13.58301
4124.335;13.76446
4124.507;14.12973
4124.615;14.48978
4124.722;14.96216
4124.83;15.5658
4124.937;16.29528
4125.045;17.16484
4125.152;18.15308
4125.367;20.46672
4125.604;23.33704
4125.84;26.18805
4126.012;28.02599
4126.158;29.29731
4126.163;29.33508
4126.169;29.37984
4126.172;29.402
4126.179;29.45312
4126.186;29.50342
4126.197;29.58077
4126.198;29.5877
4126.2;29.60151
4126.201;29.60838
4126.203;29.62209
4126.204;29.62891
4126.208;29.65604
4126.209;29.66278
4126.213;29.68956
4126.217;29.71606
4126.224;29.76176
4126.238;29.85054
4126.268;30.0289
4126.297;30.18554
4126.335;30.36677
4126.347;30.41823
4126.354;30.44696
4126.38;30.54529
4126.405;30.62725
4126.469;30.7802
4126.579;30.85036
4126.69;30.67734
4126.8;30.27653
4127.009;28.96626
4127.218;27.11648
4127.59;23.25411
4127.776;21.37409
4127.869;20.49873
4127.961;19.68749
4128.06;18.88189
4128.159;18.15002
4128.258;17.49308
4128.356;16.9154
4128.455;16.4021
4128.505;16.16832
4128.554;15.95493
4128.604;15.75252
4128.653;15.56843
4128.702;15.39774
4128.751;15.2397
4128.801;15.09068
4128.85;14.9559
4128.9;14.82909
4128.949;14.7146
4128.999;14.60704
4129.048;14.51006
4129.097;14.42079
4129.146;14.33864
4129.196;14.26159
4129.245;14.19221
4129.295;14.12718
4129.344;14.06865
4129.394;14.01383
4129.443;13.96455
4129.492;13.91937
4129.541;13.87799
4129.588;13.84166
4129.634;13.80911
4129.681;13.77876
4129.727;13.75178
4129.774;13.72689
4129.82;13.70508
4129.867;13.68532
4129.913;13.66842
4129.96;13.65361
4130.006;13.64152
4130.053;13.63163
4130.099;13.62438
4130.192;13.61717
4130.285;13.62024
4130.355;13.62959
4130.425;13.64522
4130.495;13.66733
4130.564;13.69565
4130.634;13.73116
4130.704;13.77361
4130.843;13.87862
4130.983;14.01172
4131.122;14.16914
4131.261;14.34825
4131.4;14.544
4131.865;15.23001
4132.087;15.51571
4132.214;15.65262
4132.275;15.7103
4132.309;15.74005
4132.329;15.75674
4132.342;15.76726
4132.36;15.7814
4132.385;15.80021
4132.419;15.82425
4132.483;15.86466
4132.547;15.89877
4132.589;15.91776
4132.707;15.95711
4132.824;15.97661
4133.079;15.95801
4133.25;15.90335
4133.42;15.81802
4133.558;15.72651
4133.643;15.66023
4133.689;15.6212
4133.709;15.60354
4133.72;15.59365
4133.731;15.58364
4133.741;15.57442
4133.763;15.55378
4133.794;15.52384
4133.851;15.46622
4133.958;15.34925
4134.17;15.08634
4134.596;14.47434
4134.841;14.11398
4134.964;13.94196
4135.086;13.78106
4135.209;13.6308
4135.331;13.49507
4135.454;13.37243
4135.515;13.31695
4135.576;13.26498
4135.683;13.18206
4135.736;13.14473
4135.789;13.10977
4135.842;13.07708
4135.895;13.04657
4135.948;13.01812
4136.001;12.99161
4136.055;12.9665
4136.108;12.94358
4136.161;12.92227
4136.214;12.90245
4136.267;12.88401
4136.32;12.86685
4136.373;12.85086
4136.426;12.83594
4136.48;12.82176
4136.533;12.80874
4136.586;12.79654
4136.639;12.78508
4136.692;12.77429
4136.745;12.76411
4136.798;12.75447
4136.851;12.74532
4136.905;12.73646
4136.958;12.72816
4137.011;12.72023
4137.064;12.71262
4137.117;12.7053
4137.17;12.69824
4137.276;12.68481
4137.383;12.67204
4137.489;12.66003
4137.595;12.64855
4137.701;12.63752
4137.914;12.61647
4138.126;12.5967
4138.551;12.55973
4138.975;12.52552
4139.237;12.50544
4139.498;12.48615
4139.76;12.46744
4139.891;12.45832
4140.021;12.44944
4140.152;12.44065
4140.283;12.43202
4140.414;12.42355
4140.544;12.41531
4140.675;12.40716
4140.806;12.39916
4141.067;12.38358
4141.329;12.3683
4141.64;12.35027
4141.796;12.34115
4141.951;12.33196
4142.048;12.32614
4142.087;12.32379
4142.109;12.32245
4142.125;12.32148
4142.143;12.32038
4142.165;12.31904
4142.207;12.31647
4142.324;12.30923
4142.53;12.29629
4142.735;12.28321
4143.035;12.26391
4143.335;12.24473
4143.485;12.23531
4143.634;12.2261
4143.784;12.21703
4143.859;12.21258
4143.934;12.20821
4144.009;12.20391
4144.084;12.19969
4144.159;12.19558
4144.233;12.19163
4144.308;12.18774
4144.383;12.184
4144.458;12.18042
4144.533;12.17701
4144.608;12.1738
4144.683;12.17082
4144.758;12.16808
4144.832;12.16564
4144.907;12.16346
4144.982;12.1616
4145.057;12.16009
4145.131;12.15894
4145.206;12.15816
4145.281;12.15777
4145.356;12.15778
4145.43;12.15818
4145.557;12.15978
4145.683;12.16245
4145.81;12.16612
4145.936;12.17058
4146.441;12.19373
4146.721;12.21039
4146.825;12.21834
4146.88;12.22319
4146.908;12.22587
4146.926;12.22771
4146.938;12.22892
4146.956;12.23085
4146.977;12.2332
4147.017;12.23798
4147.083;12.24689
4147.235;12.27334
4147.336;12.29668
4147.436;12.32536
4147.536;12.36048
4147.636;12.4028
4147.741;12.45568
4147.846;12.51765
4147.951;12.58883
4148.055;12.66813
4148.264;12.85035
4148.473;13.05217
4148.702;13.27254
4148.93;13.46014
4149.139;13.57694
4149.263;13.61283
4149.329;13.62055
4149.365;13.62131
4149.388;13.62051
4149.39;13.62039
4149.393;13.6202
4149.4;13.61969
4149.421;13.6176
4149.446;13.61402
4149.49;13.60482
4149.558;13.58347
4149.702;13.51074
4149.847;13.40342
4149.991;13.2692
4150.28;12.94794
4150.568;12.61248
4150.732;12.43545
4150.895;12.27788
4150.977;12.20671
4151.059;12.14124
4151.141;12.08151
4151.222;12.02806
4151.304;11.97939
4151.386;11.9359
4151.468;11.89726
4151.549;11.86348
4151.631;11.83332
4151.712;11.80711
4151.794;11.78379
4151.875;11.76354
4151.952;11.74651
4152.029;11.73136
4152.106;11.71781
4152.183;11.70562
4152.26;11.69457
4152.337;11.68447
4152.414;11.67514
4152.491;11.66646
4152.568;11.65828
4152.645;11.65052
4152.722;11.64307
4152.799;11.63588
4152.876;11.62887
4152.953;11.622
4153.03;11.61524
4153.106;11.60863
4153.251;11.59614
4153.395;11.58377
4153.683;11.55891
4153.972;11.53353
4154.26;11.50768
4154.837;11.45395
4155.126;11.42601
4155.414;11.39749
4155.559;11.38292
4155.703;11.36837
4155.847;11.35381
4155.919;11.34656
4155.991;11.33936
4156.064;11.33212
4156.136;11.32508
4156.208;11.31817
4156.28;11.31144
4156.352;11.30492
4156.424;11.29868
4156.496;11.29277
4156.568;11.28728
4156.641;11.28221
4156.713;11.27779
4156.785;11.27405
4156.857;11.27109
4156.929;11.26904
4157.001;11.268
4157.073;11.26811
4157.145;11.26949
4157.217;11.27227
4157.289;11.27656
4157.361;11.28249
4157.433;11.29016
4157.505;11.29964
4157.577;11.311
4157.649;11.32429
4157.721;11.3395
4157.875;11.37829
4158.028;11.4244
4158.374;11.54504
4158.547;11.60434
4158.72;11.65474
4158.855;11.6837
4158.99;11.70053
4159.115;11.70335
4159.192;11.69842
4159.233;11.69364
4159.254;11.69061
4159.271;11.68786
4159.289;11.68467
4159.311;11.68037
4159.335;11.67518
4159.338;11.6745
4159.342;11.67357
4159.352;11.67119
4159.359;11.66948
4159.378;11.6646
4159.397;11.6594
4159.435;11.64804
4159.585;11.59134
4159.763;11.50207
4159.94;11.39491
4160.158;11.24765
4160.486;11.0201
4160.65;10.91286
4160.814;10.81359
4160.903;10.76352
4160.992;10.71619
4161.081;10.67158
4161.17;10.62957
4161.259;10.59
4161.348;10.55266
4161.437;10.51733
4161.525;10.48413
4161.614;10.45205
4161.703;10.42124
4161.792;10.39148
4161.88;10.36286
4161.969;10.33455
4162.058;10.30673
4162.147;10.27925
4162.235;10.25234
4162.324;10.22531
4162.413;10.19847
4162.502;10.17185
4162.591;10.14555
4162.68;10.11973
4162.769;10.09464
4162.858;10.07062
4162.946;10.0484
4163.035;10.02806
4163.124;10.01065
4163.213;9.99717
4163.301;9.988893
4163.346;9.987058
4163.39;9.987106
4163.435;9.989274
4163.479;9.993715
4163.524;10.00091
4163.568;10.01083
4163.612;10.0239
4163.656;10.04047
4163.704;10.06293
4163.752;10.09044
4163.8;10.1235
4163.848;10.16266
4163.896;10.20848
4163.944;10.26154
4163.992;10.32244
4164.039;10.39028
4164.135;10.55654
4164.23;10.76183
4164.326;11.01534
4164.421;11.31627
4164.517;11.67477
4164.613;12.0908
4164.709;12.56584
4164.804;13.09381
4164.9;13.68357
4164.995;14.31838
4165.186;15.71865
4165.514;18.26805
4165.705;19.61877
4165.896;20.69001
4166.088;21.35308
4166.19;21.50354
4166.255;21.52147
4166.265;21.51878
4166.269;21.5173
4166.272;21.51604
4166.28;21.51203
4166.288;21.50709
4166.304;21.49445
4166.307;21.49167
4166.318;21.48035
4166.328;21.46856
4166.348;21.44068
4166.394;21.35508
4166.464;21.16889
4166.606;20.60039
4166.741;19.86336
4166.875;19.00573
4167.049;17.83575
4167.222;16.79899
4167.395;16.11638
4167.482;15.98232
4167.568;16.02712
4167.697;16.48724
4167.825;17.48798
4167.954;19.12224
4168.082;21.42355
4168.211;24.46336
4168.339;28.19978
4168.468;32.66044
4168.596;37.70582
4168.699;42.13905
4168.853;49.20584
4169.007;56.50557
4169.05;58.53472
4169.089;60.35786
4169.155;63.38651
4169.174;64.24139
