0,1000000,0,1000000,0,1000000
50.0250125063,894173.073555998,50.0250125063,894173.08745402,50.0250125063,894173.017795084
100.0500250125,799545.485472581,100.0500250125,799545.461399169,100.0500250125,799545.490734944
150.0750375188,714932.044192841,150.0750375188,714931.97672685,150.0750375188,714932.078193272
200.100050025,639272.983339585,200.100050025,639272.906468377,200.100050025,639272.947224537
250.1250625313,571620.688354069,250.1250625313,571620.575049405,250.1250625313,571620.665633085
300.1500750375,511127.827813754,300.1500750375,511127.613208772,300.1500750375,511127.875318335
350.1750875438,457036.740776225,350.1750875438,457036.32585975,350.1750875438,457036.666878477
400.20010005,408669.947227894,400.20010005,408669.248289914,400.20010005,408669.886694848
450.2251125563,365421.662782733,450.2251125563,365420.701863353,450.2251125563,365421.510563728
500.2501250625,326750.21135438,500.2501250625,326749.120180031,500.2501250625,326750.090533881
550.2751375688,292171.240771818,550.2751375688,292170.290199638,550.2751375688,292171.256932031
600.300150075,261251.656365606,600.300150075,261251.213183848,600.300150075,261251.538367132
650.3251625813,233604.19654403,650.3251625813,233604.700063841,650.3251625813,233604.203479021
700.3501750875,208882.582419355,700.3501750875,208884.46902381,700.3501750875,208882.790095768
750.3751875938,186777.180734228,750.3751875938,186780.852801207,750.3751875938,186777.717156793
800.4002001001,167011.125767249,800.4002001001,167016.908706714,800.4002001001,167012.051957959
850.4252126063,149336.851645349,850.4252126063,149344.935197912,850.4252126063,149338.09134674
900.4502251126,133532.991630898,900.4502251126,133543.440821546,900.4502251126,133534.56811455
950.4752376188,119401.605547727,950.4752376188,119414.320876629,950.4752376188,119403.614326933
1000.5002501251,106765.700620132,1000.5002501251,106780.448208138,1000.5002501251,106768.063401387
1050.5252626313,95467.0146738631,1050.5252626313,95483.4239405712,1050.5252626313,95469.7984908243
1100.5502751376,85364.0339341438,1100.5502751376,85381.6348867196,1100.5502751376,85366.9682585064
1150.5752876438,76330.2205940319,1150.5752876438,76348.44650626,1150.5752876438,76333.1805319288
1200.6003001501,68252.4279537728,1200.6003001501,68270.6576818682,1200.6003001501,68255.3367211954
1250.6253126563,61029.4832810845,1250.6253126563,61047.0623573928,1250.6253126563,61032.2376021647
1300.6503251626,54570.9206429817,1300.6503251626,54587.1915888558,1300.6503251626,54573.2859482114
1350.6753376688,48795.8478381154,1350.6753376688,48810.1745125723,1350.6753376688,48797.6706804324
1400.7003501751,43631.9332381785,1400.7003501751,43643.7136151304,1400.7003501751,43633.1584885972
1450.7253626813,39014.4998487722,1450.7253626813,39023.1911200633,1450.7253626813,39014.9756396243
1500.7503751876,34885.7152430266,1500.7503751876,34890.8576247022,1500.7503751876,34885.2293414379
1550.7753876939,31193.8672220565,1550.7753876939,31195.0697484472,1550.7753876939,31192.3608701385
1600.8004002001,27892.716130044,1600.8004002001,27889.6802209328,1600.8004002001,27890.1346548309
1650.8254127064,24940.9157118264,1650.8254127064,24933.4194076347,1650.8254127064,24937.2478395343
1700.8504252126,22301.4952593449,1700.8504252126,22289.4228339903,1700.8504252126,22296.6362637218
1750.8754377189,19941.3965609429,1750.8754377189,19924.714432188,1750.8754377189,19935.3319231473
1800.9004502251,17831.0598538974,1800.9004502251,17809.8143302485,1800.9004502251,17823.8551854388
1850.9254627314,15944.0535943204,1850.9254627314,15918.3682067309,1850.9254627314,15935.7913228063
1900.9504752376,14256.743407375,1900.9504752376,14226.8176204703,1900.9504752376,14247.4926137418
1950.9754877439,12747.9960714717,1950.9754877439,12714.0798238579,1950.9754877439,12737.9332152176
2001.0005002501,11398.9148289077,2001.0005002501,11361.3272177744,2001.0005002501,11387.9622835097
2051.0255127564,10192.6027077674,2051.0255127564,10151.6965553706,2051.0255127564,10181.0040065105
2101.0505252626,9113.9508907396,2101.0505252626,9070.1144941339,2101.0505252626,9101.8382050703
2151.0755377689,8149.4494802111,2151.0755377689,8103.0986913933,2151.0755377689,8137.0198202748
2201.1005502751,7287.0182895097,2201.1005502751,7238.596257717,2201.1005502751,7274.3701586043
2251.1255627814,6515.8555409896,2251.1255627814,6465.8148446773,2251.1255627814,6503.0742001651
2301.1505752877,5826.3025759336,2301.1505752877,5775.092293965,2301.1505752877,5813.5501451366
2351.1755877939,5209.7228817898,2351.1755877939,5157.7994363325,2351.1755877939,5197.1799548342
2401.2006003002,4658.393921585,2401.2006003002,4606.1974516198,2401.2006003002,4646.2155992635
2451.2256128064,4165.4104106982,2451.2256128064,4113.3783342216,2451.2256128064,4153.7250621412
2501.2506253127,3724.5978295562,2501.2506253127,3673.1474140819,2501.2506253127,3713.56256101
2551.2756378189,3330.4350890142,2551.2756378189,3279.9635421585,2551.2756378189,3320.1107939593
