2965724,0
2973700,6.78139E-13
2980000,1.21378E-12
2983300,1.49435E-12
2988700,1.95348E-12
2991500,2.19154E-12
2992810,2.30292E-12
2993100,2.32757E-12
2994540,2.45001E-12
2994545,2.45043E-12
2995100,2.49762E-12
3000000,2.91423E-12
3005000,3.33934E-12
3007800,3.5774E-12
3010000,3.76445E-12
3011600,3.90049E-12
3013350,4.04928E-12
3013400,4.05353E-12
3014900,4.18106E-12
3018100,4.45314E-12
3021300,4.72521E-12
3024600,5.00578E-12
3037500,6.10257E-12
3040100,6.32363E-12
3050400,7.19936E-12
3053700,7.47993E-12
3057000,7.76051E-12
3060200,8.03258E-12
3063500,8.31315E-12
3067200,8.62774E-12
3070000,8.8658E-12
3070100,8.8743E-12
3073400,9.15488E-12
3078220,9.56468E-12
3080000,9.71602E-12
3083300,9.9966E-12
3086600,1.02772E-11
3089900,1.05578E-11
3093200,1.08383E-11
3099900,1.1408E-11
3100000,1.14165E-11
3103300,1.16971E-11
3106600,1.19776E-11
3113300,1.25473E-11
3116700,1.28364E-11
3120000,1.31169E-11
3123400,1.3406E-11
3133600,1.42732E-11
3137000,1.45623E-11
3140400,1.48514E-11
3147200,1.54295E-11
3150600,1.57186E-11
3154000,1.60077E-11
3157400,1.62968E-11
3160900,1.65943E-11
3164300,1.68834E-11
3171200,1.74701E-11
3175000,1.77932E-11
3176300,1.79037E-11
3176370,1.79096E-11
3176375,1.79101E-11
3178000,1.80482E-11
3179290,1.81579E-11
3179300,1.81588E-11
3181570,1.83518E-11
3184730,1.86204E-11
3192000,1.92385E-11
3195500,1.95361E-11
3199000,1.98337E-11
3200000,1.99187E-11
3202500,2.01313E-11
3206000,2.04289E-11
3209500,2.07264E-11
3216600,2.13301E-11
3220100,2.16277E-11
3223700,2.19338E-11
3230800,2.25374E-11
3234300,2.2835E-11
3237900,2.31411E-11
3241400,2.34386E-11
3245000,2.37447E-11
3248600,2.40508E-11
3252200,2.43569E-11
3259400,2.49691E-11
3263000,2.52751E-11
3266600,2.55812E-11
3270300,2.58958E-11
3273600,2.61764E-11
3277400,2.64995E-11
3281100,2.6814E-11
3292000,2.77408E-11
3295600,2.80469E-11
3299300,2.83614E-11
3300000,2.8421E-11
3303000,2.8676E-11
3306600,2.89821E-11
3307300,2.90416E-11
3312860,2.95144E-11
3317700,2.99259E-11
3321400,3.02404E-11
3328800,3.08696E-11
3332500,3.11842E-11
3336300,3.15073E-11
3340000,3.18219E-11
3343700,3.21364E-11
3347500,3.24595E-11
3351200,3.27741E-11
3358700,3.34118E-11
3366300,3.40579E-11
3377600,3.50187E-11
3392900,3.63195E-11
3396700,3.66426E-11
3400000,3.69232E-11
3404400,5.89926E-11
3408200,7.80525E-11
3412100,9.7614E-11
3415900,1.16674E-10
3428000,1.77365E-10
3428250,1.78619E-10
3430720,1.91008E-10
3430721,1.91013E-10
3430800,1.91409E-10
3439300,2.34043E-10
3443100,2.53103E-10
3447000,2.72664E-10
3448500,2.80188E-10
3449100,2.83197E-10
3449660,2.86006E-10
3458800,3.3185E-10
3460800,3.41882E-10
3466700,3.71475E-10
3470700,3.91538E-10
3482100,4.48718E-10
3500000,5.385E-10
3506000,8.56799E-10
3507100,9.15154E-10
3507480,9.35313E-10
3510590,1.100297E-09
3510596,1.100616E-09
3511200,1.132658E-09
3512000,1.175098E-09
3514600,1.313027E-09
3516480,1.412761E-09
3522600,1.737425E-09
3543000,2.819641E-09
3547000,0.000000003
3551100,3.249345E-09
3563400,3.901857E-09
3581400,4.856754E-09
3600000,5.84348E-09
3603700,0.000000009
3617500,2.068074E-08
3621800,2.432647E-08
3626000,2.788741E-08
3630200,3.144835E-08
3634400,0.000000035
3638640,3.860415E-08
3647200,4.586169E-08
3651500,4.950742E-08
3655700,5.306836E-08
3664000,6.010546E-08
3664300,6.035981E-08
3665130,6.106352E-08
3665133,6.106607E-08
3667000,6.264899E-08
3668600,0.000000064
3669000,6.434468E-08
3670710,6.579449E-08
3670712,6.579619E-08
3672000,6.688821E-08
3672900,6.765127E-08
3675310,6.969457E-08
3675313,6.969712E-08
3677200,7.1297E-08
3681500,7.494272E-08
3694500,0.000000086
3698900,8.96952E-08
3700000,9.062783E-08
3703200,9.334093E-08
3712000,1.008019E-07
3738400,1.23185E-07
3742800,1.269155E-07
3747200,1.30646E-07
3750000,0.000000133
3751700,1.67756E-07
3756100,2.576611E-07
3760600,3.496094E-07
3765000,4.395144E-07
3770000,5.416792E-07
3774000,6.23411E-07
3778500,7.153594E-07
3783000,8.073077E-07
3792000,9.912043E-07
3800000,1.154668E-06
3801000,1.175101E-06
3810100,0.000001361
3811650,1.392712E-06
3814000,1.440729E-06
3823290,1.630552E-06
3823295,1.630654E-06
3823700,1.638929E-06
3827400,1.714531E-06
3830000,1.767657E-06
3837600,1.922947E-06
3842200,2.016939E-06
3851400,2.204922E-06
3865300,2.48894E-06
3874700,0.000002681
3879300,0.000002775
3886000,2.911903E-06
3893400,3.063106E-06
3897000,3.136665E-06
3898830,3.174057E-06
3898833,3.174119E-06
3900000,0.000003198
3901100,3.22044E-06
3902800,3.255176E-06
3912300,3.449289E-06
3921700,3.641359E-06
3925000,3.708788E-06
3926040,0.00000373
3926500,3.739437E-06
3926600,3.741481E-06
3931300,3.837516E-06
3936000,3.933551E-06
3940800,4.031629E-06
3945600,4.129707E-06
3960000,4.423942E-06
4000000,5.24126E-06
4008700,5.983678E-06
4018600,6.828498E-06
4023500,7.246642E-06
4028400,7.664785E-06
4038300,8.509606E-06
4043300,8.936283E-06
4048300,0.000009363
4053300,9.789637E-06
4063300,0.000010643
4073300,1.149634E-05
4079300,1.200836E-05
4093500,1.322012E-05
4100000,1.37748E-05
4101500,1.400232E-05
4108800,1.510958E-05
4118000,0.000016505
4121900,1.709659E-05
4121904,1.70972E-05
4122000,1.711176E-05
4124100,1.743029E-05
4140000,0.000019842
4149900,2.134363E-05
4159610,2.281644E-05
4159612,2.281675E-05
4165400,2.369467E-05
4172000,2.469576E-05
4173900,0.000024984
4174300,2.504462E-05
4174302,2.504493E-05
4175900,2.528731E-05
4186300,2.686478E-05
4189500,2.735016E-05
4191600,2.766869E-05
4194230,2.806761E-05
4194235,2.806836E-05
4194300,2.807822E-05
4196800,2.845742E-05
4200000,2.89428E-05
4202100,2.997629E-05
4218000,3.780128E-05
4233900,4.562628E-05
4244600,5.089215E-05
4250000,5.35497E-05
4266100,6.147312E-05
4271500,6.413067E-05
