1.0E-5;9.293169E-4
1.0625E-5;9.0157E-4
1.125E-5;8.761687E-4
1.1875E-5;8.528001E-4
1.25E-5;8.312068E-4
1.375E-5;7.925247E-4
1.5E-5;7.587848E-4
1.625E-5;7.29017E-4
1.75E-5;7.024986E-4
1.875E-5;6.786782E-4
2.0E-5;6.571275E-4
2.1875E-5;6.283343E-4
2.375E-5;6.03022E-4
2.5625E-5;5.805413E-4
2.75E-5;5.60401E-4
2.9375E-5;5.422211E-4
3.125E-5;5.257031E-4
3.3125E-5;5.106081E-4
3.5E-5;4.96743E-4
3.875E-5;4.720959E-4
4.25E-5;4.507875E-4
4.625E-5;4.321263E-4
5.0E-5;4.156061E-4
5.3125E-5;4.031973E-4
5.625E-5;3.918376E-4
5.9375E-5;3.813869E-4
6.25E-5;3.717301E-4
6.875E-5;3.544311E-4
7.5E-5;3.393423E-4
8.125E-5;3.260298E-4
8.75E-5;3.141705E-4
9.375E-5;3.035178E-4
1.0E-4;2.938801E-4
1.0625E-4;2.851058E-4
1.125E-4;2.770732E-4
1.1875E-4;2.696835E-4
1.25E-4;2.628552E-4
1.375E-4;2.50623E-4
1.5E-4;2.399536E-4
1.625E-4;2.305403E-4
1.75E-4;2.221545E-4
1.875E-4;2.146219E-4
2.0E-4;2.07807E-4
2.1875E-4;1.987018E-4
2.375E-4;1.906974E-4
2.5625E-4;1.835884E-4
2.75E-4;1.772195E-4
2.9375E-4;1.714705E-4
3.125E-4;1.662471E-4
3.3125E-4;1.614736E-4
3.5E-4;1.570891E-4
3.875E-4;1.492949E-4
4.25E-4;1.425566E-4
4.625E-4;1.366553E-4
5.0E-4;1.314311E-4
5.3125E-4;1.275071E-4
5.625E-4;1.239148E-4
5.9375E-4;1.2061E-4
6.25E-4;1.175563E-4
6.875E-4;1.120859E-4
7.5E-4;1.073146E-4
8.125E-4;1.03105E-4
8.75E-4;9.935496E-5
9.375E-4;9.598656E-5
0.001;9.293916E-5
0.0010625;9.016482E-5
0.001125;8.762504E-5
0.0011875;8.528854E-5
0.00125;8.312956E-5
0.001375;7.9262E-5
0.0015;7.588856E-5
0.001625;7.291223E-5
0.00175;7.026073E-5
0.001875;6.787897E-5
0.002;6.572413E-5
0.0021875;6.284513E-5
0.002375;6.031428E-5
0.0025625;5.806673E-5
0.00275;5.605334E-5
0.0029375;5.423611E-5
0.003125;5.258512E-5
0.0033125;5.107641E-5
0.0035;4.96906E-5
0.003875;4.72268E-5
0.00425;4.509624E-5
0.004625;4.323005E-5
0.005;4.157801E-5
0.0053125;4.033739E-5
0.005625;3.920194E-5
0.0059375;3.815762E-5
0.00625;3.719277E-5
0.006875;3.546431E-5
0.0075;3.395615E-5
0.008125;3.262497E-5
0.00875;3.143886E-5
0.009375;3.037353E-5
0.01;2.941006E-5
0.010625;2.853342E-5
