1,0.416657,0.030086,1,0.190948,0.004369,1,0.016631,0.002909,1,0.099729,0.000892,1,0.353495,0.003168
2,0.121429,0.001582,2,0.054279,0.0035,2,0.025197,0.00245,2,0.004109,0.002022,2,0.054688,0.000802
3,0.028073,0.001449,3,0.028166,0.001062,3,0.008554,0.000691,3,0.006745,0.000599,3,0.045005,0.000255
4,0,0,4,0.004236,0.000614,4,0.002974,0.000626,4,0.012433,0.000612,4,0.046226,0.000201
