50,-1263.95225596,0.016649,170.66,103
54,-1264.06983898,0.000048,178.28,37
58,-1264.07535774,0.000128,185.97,37
62,-1264.07822908,0.000042,193.71,34
66,-1264.07862419,0.000019,201.52,33
70,-1264.07871232,0,209.39,45
74,-1264.07871558,0.000001,217.32,46
78,-1264.07871621,0.000042,225.32,36
82,-1264.07871621,0.000044,233.38,36
86,-1264.07871622,0.000049,241.5,38
