1,-512.0478471875,0.0025003125,1,-512.039158125,0.0020919688,1,-512.0105053125,0.00142375,1,-511.9793953125,0.001194,1,-512.0534625,0.0027269688
2,-512.0238515625,0.0017473125,2,-512.0183371875,0.0015726563,2,-511.99679875,0.0011561875,2,-511.9711796875,0.0010092813,2,-512.028255,0.0019734688
3,-512.0243425,0.001767375,3,-512.018565625,0.0015809063,3,-511.9968109375,0.001155375,3,-511.9711853125,0.0010093125,3,-512.02908,0.0019879688
4,-512.0243384375,0.0017672188,4,-512.01855875,0.0015809688,4,-511.99681,0.0011555313,4,-511.971185625,0.0010102188,,,
